file name,contrast,gradient std,product
324,0.481481,19.509748,9.393579
325,0.416667,10.588730,4.411970
326,0.450292,18.631277,8.389523
327,0.304348,31.109747,9.468184
328,0.363636,10.755054,3.910928
329,0.880000,29.955994,26.361273
330,0.781818,44.706230,34.952141
331,0.347639,13.701393,4.763145
332,0.661972,28.846888,19.095827
333,0.390681,22.705904,8.870766
334,0.295775,8.765449,2.592597
335,0.652542,14.134435,9.223317
336,0.557093,24.089127,13.419893
337,0.282051,13.576042,3.829140
338,0.582222,15.962434,9.293684
339,0.316327,11.062433,3.499341
340,0.466667,9.980348,4.657495
341,0.751553,18.722929,14.071269
342,0.255385,10.283485,2.626244
343,0.180233,15.573009,2.806763
344,0.660000,44.936462,29.658064
345,0.954023,63.061153,60.161789
346,0.411321,17.820284,7.329853
347,0.333333,15.077045,5.025681
348,0.431579,14.463560,6.242167
349,0.333333,15.788435,5.262811
350,0.371795,13.422179,4.990297
351,0.714285,16.075880,11.482756
352,0.669565,25.893497,17.337383
353,0.322957,15.397017,4.972577
354,0.412186,15.325623,6.317012
355,0.256158,18.599789,4.764478
356,0.533546,26.569782,14.176209
357,0.279412,18.417196,5.145981
358,0.600000,21.646130,12.987676
359,0.999998,41.568565,41.568497
360,0.208955,12.465470,2.604725
361,0.433333,20.900185,9.056746
362,0.545455,31.366306,17.108892
363,0.323420,12.989701,4.201130
364,0.715789,14.964170,10.711195
365,0.286486,11.402169,3.266567
366,0.585185,15.416477,9.021494
367,0.329480,13.159429,4.335765
368,0.351562,12.013013,4.223325
369,0.963415,52.811340,50.879215
370,0.768889,25.236597,19.404139
371,0.423077,25.182007,10.653925
372,0.158209,18.809259,2.975793
373,0.848485,19.332880,16.403654
374,0.684210,21.783964,14.904817
375,0.345324,28.597466,9.875383
376,0.371951,24.719303,9.194375
377,0.120370,10.044728,1.209088
378,0.423729,14.584883,6.180034
379,0.296588,17.260389,5.119223
380,0.675676,16.475924,11.132378
381,0.610619,14.948989,9.128143
382,0.744681,22.588978,16.821579
383,0.730159,26.370659,19.254766
384,0.582278,15.936194,9.279303
385,0.357143,19.942022,7.122150
386,0.516483,30.602135,15.805497
387,0.656566,17.988306,11.810503
388,0.516483,11.669342,6.027022
389,0.333333,17.812872,5.937624
390,0.378917,25.984203,9.845866
391,0.335329,15.448488,5.180331
392,0.815789,34.728149,28.330854
393,0.514793,12.237686,6.299873
394,0.453704,18.991961,8.616722
395,0.245570,12.628389,3.101149
396,0.272727,21.891472,5.970401
397,0.444934,30.741774,13.678057
398,0.142132,13.060832,1.856362
399,0.544828,35.040726,19.091154
400,0.424581,22.448536,9.531221
401,0.435685,17.710590,7.716232
402,0.900000,21.614777,19.453299
403,0.504000,13.237587,6.671744
404,0.968254,48.838539,47.288105
405,0.897436,51.233063,45.978382
406,0.555555,18.778467,10.432480
407,0.412429,33.709564,13.902814
408,0.388889,12.175994,4.735108
409,0.294766,17.202610,5.070742
410,0.519126,16.189220,8.404240
411,0.666666,29.355083,19.570038
412,0.367965,19.297268,7.100726
413,0.677419,19.230404,13.027043
414,0.580110,20.060953,11.637569
415,0.904382,19.961784,18.053087
416,0.194969,15.271828,2.977526
417,0.754386,28.546581,21.535139
418,0.212355,14.232507,3.022347
419,0.915789,32.959789,30.184227
420,0.565836,21.550611,12.194118
421,0.408163,22.979248,9.379284
422,0.210000,16.642662,3.494959
423,0.399340,15.904452,6.351283
424,0.521127,21.355133,11.128731
425,0.421053,17.158064,7.224448
426,0.374194,14.083665,5.270017
427,0.694915,17.753040,12.336857
428,0.345646,20.488457,7.081762
429,0.624521,25.439865,15.887732
430,0.748252,45.087746,33.736980
431,0.389830,14.720299,5.738421
432,0.752066,21.399204,16.093616
433,0.168901,15.300952,2.584343
434,0.655844,41.332603,27.107746
435,0.140496,9.185536,1.290530
436,0.428571,16.358957,7.010981
437,0.226190,11.331869,2.563161
438,0.479452,18.198700,8.725404
439,0.558823,19.377882,10.828815
440,0.759563,19.952051,15.154836
441,0.688742,33.155071,22.835279
442,0.361963,16.670723,6.034188
443,0.769231,17.331776,13.332134
444,0.253086,17.739948,4.489740
445,0.374663,18.442318,6.909655
446,0.237864,14.408467,3.427257
447,0.743315,39.031895,29.013010
448,0.702326,17.632387,12.383676
449,0.127182,8.341733,1.060919
450,0.411765,13.533105,5.572454
451,0.675676,21.903467,14.799639
452,0.212698,23.142801,4.922437
453,0.425000,16.290657,6.923529
454,0.451807,22.107765,9.988447
455,0.473684,18.678640,8.847776
456,0.289062,15.143638,4.377458
457,0.226463,17.940546,4.062871
458,0.505976,34.919666,17.668516
459,0.246231,18.264050,4.497178
460,0.609120,33.603413,20.468527
461,0.508772,21.715546,11.048258
462,0.707317,17.451664,12.343860
463,0.800000,17.883072,14.306454
464,0.612403,27.619362,16.914181
465,0.434343,21.100714,9.164956
466,0.898305,32.408142,29.112398
467,0.340909,15.190933,5.178727
468,0.592357,24.195498,14.332363
469,0.870504,36.804592,32.038528
470,0.306273,16.843031,5.158566
471,0.683168,59.673626,40.767128
472,0.283117,22.278402,6.307392
473,0.428571,23.575377,10.103732
474,0.210526,10.339886,2.176818
475,0.275109,12.094136,3.327208
476,0.826087,12.584697,10.396049
477,0.484848,22.171570,10.749851
478,0.728682,26.236671,19.118195
479,0.398148,15.082165,6.004936
480,0.165094,11.374409,1.877850
481,0.191740,15.399791,2.952762
482,0.456311,20.686007,9.439244
483,0.401929,14.947335,6.007771
484,0.999995,12.914938,12.914873
485,0.431818,14.131952,6.102434
486,0.237537,10.261814,2.437557
487,0.851528,23.203447,19.758392
488,0.532787,12.549541,6.686230
489,0.600000,24.449934,14.669955
490,0.271845,20.563627,5.590112
491,0.401099,14.211762,5.700322
492,0.331190,16.600220,5.497822
493,0.611374,23.573126,14.412005
494,0.685039,26.561546,18.195704
495,0.223684,14.254472,3.188500
496,0.514124,12.182521,6.263330
497,0.402299,29.554466,11.889728
498,0.656566,34.394085,22.581974
499,0.929687,26.182552,24.341591
500,0.988889,17.209906,17.018684
501,0.462121,18.321404,8.466709
502,0.961039,60.879581,58.507645
503,0.874345,56.564949,49.457306
504,0.445783,20.489199,9.133739
505,0.216216,17.240370,3.727647
506,0.722772,19.761307,14.282923
507,0.226994,9.585197,2.175781
508,0.800000,17.990374,14.392297
509,0.632353,13.977475,8.838696
510,0.383929,13.243080,5.084397
511,0.564417,21.839373,12.326517
512,0.412639,18.904463,7.800726
513,0.376947,10.885694,4.103330
514,0.401961,16.139143,6.487302
515,0.306306,10.909508,3.341651
516,0.695652,13.817868,9.612428
517,0.755102,31.881554,24.073820
518,0.292576,23.614536,6.909056
519,0.313131,15.203440,4.760673
520,0.402844,20.360142,8.201953
521,0.539474,14.343872,7.738141
522,0.129808,8.144447,1.057212
523,0.587097,25.884956,15.196974
524,0.415929,25.148125,10.459839
525,0.700000,12.527960,8.769567
526,0.500000,24.477779,12.238889
527,0.314554,15.931706,5.011382
528,0.408072,18.666155,7.617130
529,0.397101,17.925264,7.118148
530,0.566434,32.182671,18.229343
531,0.191781,11.500029,2.205485
532,0.128319,12.095855,1.552123
533,0.227273,12.659534,2.877167
534,0.322917,15.371422,4.963688
535,0.200000,13.246307,2.649261
536,0.814815,26.732971,21.782419
537,0.197772,17.121235,3.386094
538,0.391705,21.695013,8.498047
539,0.057208,11.218163,0.641771
540,0.564444,17.199545,9.708187
541,0.377953,13.139946,4.966279
542,0.577922,40.027771,23.132931
543,0.465969,16.467297,7.673242
544,0.266932,13.501719,3.604044
545,0.754386,26.706276,20.146837
546,0.876923,22.668428,19.878468
547,0.675676,16.240709,10.973450
548,0.672414,21.617043,14.535597
549,0.837838,27.496819,23.037870
550,0.920000,29.203114,26.866854
551,0.761062,38.130299,29.019518
552,0.072727,5.708062,0.415132
553,0.224615,15.756536,3.539160
554,0.473684,15.927161,7.544445
555,0.543307,20.454706,11.113187
556,0.287554,13.806140,3.970006
557,0.540984,19.607277,10.607214
558,0.735849,20.226219,14.883444
559,0.532075,24.062124,12.802866
560,0.958763,38.078625,36.508369
561,0.276730,13.621514,3.769476
562,0.626168,17.431549,10.915082
563,0.961538,64.676277,62.188725
564,0.648855,26.498369,17.193598
565,0.291228,16.340023,4.758673
566,0.846153,17.929138,15.170803
567,0.503356,21.972349,11.059907
568,0.739130,11.926388,8.815153
569,0.253219,34.680080,8.781651
570,0.492063,11.810425,5.811479
571,0.709924,31.509989,22.369686
572,0.425837,21.541800,9.173302
573,0.219101,19.160782,4.198149
574,0.314433,17.594984,5.532443
575,0.414141,18.130140,7.508441
576,0.718310,47.397533,34.046112
577,0.384083,26.525928,10.188159
578,0.439655,15.591285,6.854789
579,0.368794,10.495328,3.870617
580,0.653846,22.580570,14.764217
581,0.182692,12.089911,2.208734
582,0.588785,41.802170,24.612494
583,0.913043,20.683973,18.885359
584,0.289308,18.051893,5.222560
585,0.543210,20.280582,11.016612
586,0.158301,9.455903,1.496880
587,0.300493,15.943273,4.790835
588,0.783217,27.420406,21.476122
589,0.758139,25.219255,19.119713
590,0.391667,15.984667,6.260661
591,0.319372,14.404706,4.600455
592,1.000000,49.763706,49.763699
593,0.311054,26.641115,8.286825
594,0.362205,15.392288,5.575159
595,0.571429,22.524862,12.871349
596,0.308271,16.316216,5.029810
597,0.225627,9.719757,2.193037
598,0.477477,16.806028,8.024499
599,0.300752,19.041626,5.726805
600,0.580420,16.118605,9.355553
601,0.344262,19.811632,6.820397
602,0.966386,51.527836,49.795803
603,0.427509,17.952093,7.674686
604,0.285199,22.098921,6.302580
605,0.609589,39.236565,23.918180
606,0.653333,24.553394,16.041550
607,0.182320,16.095800,2.934593
608,0.541850,24.947493,13.517804
609,0.182266,14.819778,2.701142
610,0.885714,22.699585,20.105341
611,0.238095,15.742655,3.748250
612,0.391892,15.993173,6.267594
613,0.384000,24.876850,9.552710
614,0.509434,17.167950,8.745936
615,0.373297,24.005640,8.961233
616,0.451429,24.747019,11.171511
617,0.909091,45.579411,41.435825
618,0.687500,28.089033,19.311211
619,0.276596,10.765552,2.977705
620,0.419048,19.629240,8.225586
621,0.318801,17.618546,5.616811
622,0.436893,12.333226,5.388303
623,0.644444,17.473436,11.260656
624,0.400966,17.297003,6.935513
625,0.633440,20.385141,12.912774
626,0.475000,16.204645,7.697206
627,0.291139,29.375065,8.552235
628,0.571428,17.644705,10.082682
629,0.847619,21.903118,18.565498
630,0.539130,21.429321,11.553198
631,0.481481,25.312618,12.187555
632,0.195122,13.325047,2.600009
633,0.267516,19.603035,5.244124
634,0.541502,19.247568,10.422595
635,0.938144,26.279083,24.653570
636,0.794872,20.695721,16.450443
637,0.096045,14.485167,1.391231
638,0.509259,13.233110,6.739084
639,0.448864,19.902847,8.933664
640,0.914286,16.210819,14.821319
641,0.517241,11.228355,5.807770
642,0.294118,9.464469,2.783667
643,0.316901,19.478384,6.172727
644,0.647668,29.017061,18.793432
645,0.439024,17.805229,7.816929
646,0.960784,15.561667,14.951405
647,0.294118,10.307950,3.031750
648,0.140496,11.520265,1.618550
649,0.553398,23.138075,12.804564
650,0.845411,19.714426,16.666784
651,0.443366,18.156597,8.050013
652,0.539519,25.892775,13.969641
653,0.382114,24.197195,9.246082
654,0.433735,13.842790,6.004101
655,0.466667,14.037737,6.550943
656,0.210256,18.830509,3.959235
657,0.563218,17.002993,9.576398
658,0.362500,19.153711,6.943220
659,0.739130,10.890465,8.049471
660,0.176744,15.974432,2.823388
661,0.362416,21.719879,7.871634
662,0.630522,22.869669,14.419831
663,0.269521,13.057950,3.519397
664,0.236364,13.081193,3.091918
665,0.278351,14.677202,4.085407
666,0.574074,40.351799,23.164921
667,0.530864,27.561399,14.631360
668,0.768657,18.843307,14.484034
669,0.383648,17.216749,6.605168
670,0.600000,17.959803,10.775881
671,0.423729,21.770515,9.224794
672,0.755458,38.718292,29.250061
673,0.299145,18.403219,5.505236
674,0.777777,17.899652,13.921945
675,0.629629,36.752537,23.140476
676,0.762963,49.668079,37.894905
677,0.696335,22.263882,15.503120
678,0.222641,15.640130,3.482142
679,0.521739,15.626899,8.153165
680,0.159091,11.849280,1.885113
681,0.757322,21.959129,16.630135
682,0.902439,32.347404,29.191553
683,0.183562,14.317174,2.628084
684,0.468927,15.152220,7.105278
685,0.162667,13.792593,2.243595
686,0.732283,23.265026,17.036592
687,0.684210,26.895302,18.402048
688,0.754386,24.383274,18.394400
689,0.359477,16.364216,5.882561
690,0.692308,27.166170,18.807348
691,0.658536,16.494028,10.861918
692,0.851429,45.915188,39.093498
693,0.478261,10.628011,5.082960
694,0.801170,23.735859,19.016447
695,0.465517,12.782460,5.950455
696,0.904762,30.955996,28.007803
697,0.493333,19.870447,9.802753
698,0.179856,12.743453,2.291988
699,0.643725,24.663473,15.876487
700,0.857142,14.440349,12.377433
701,0.085106,40.078796,3.410961
702,0.802198,23.127684,18.552977
703,0.600000,42.395893,25.437532
704,0.433333,13.309341,5.767380
705,0.645161,17.895687,11.545603
706,0.448598,20.570311,9.227802
707,0.798246,36.508190,29.142502
708,0.186528,11.358354,2.118657
709,0.561905,24.079109,13.530166
710,0.324324,14.163458,4.593554
711,0.365385,22.537764,8.234952
712,0.392857,18.771496,7.374516
713,0.304348,14.354768,4.368842
714,0.207071,14.886644,3.082588
715,0.373913,15.201636,5.684090
716,0.339450,18.285414,6.206975
717,0.783394,26.576197,20.819620
718,0.287879,15.516256,4.466801
719,0.774545,32.858753,25.450598
720,0.572815,17.417206,9.976845
721,0.349845,22.511534,7.875552
722,0.661870,29.008375,19.199787
723,0.484615,20.570667,9.968862
724,0.395833,21.561993,8.534955
725,0.256966,23.506706,6.040423
726,0.675325,23.876966,16.124702
727,0.761468,32.243229,24.552181
728,0.459016,16.613146,7.625706
729,0.705882,19.990328,14.110819
730,0.790055,33.197044,26.227497
731,0.514644,20.222618,10.407455
732,0.283582,12.994978,3.685143
733,0.374359,27.632050,10.344305
734,0.321839,17.826685,5.737324
735,0.469613,23.946005,11.245360
736,0.200000,10.213214,2.042642
737,0.727273,21.149670,15.381576
738,0.553517,24.408869,13.510719
739,0.661836,23.043751,15.251178
740,0.834532,37.367168,31.184111
741,0.265116,13.959076,3.700778
742,0.560000,18.073524,10.121173
743,0.777777,29.746992,23.136538
744,0.794118,17.968138,14.268813
745,0.910256,33.908836,30.865732
746,0.370968,23.576633,8.746171
747,0.362126,20.073681,7.269207
748,0.402062,30.203156,12.143536
749,0.355030,28.239143,10.025731
750,0.987421,27.436279,27.091167
751,0.646154,23.568085,15.228608
752,0.423611,27.787031,11.770895
753,0.352785,17.043444,6.012674
754,0.230769,10.242105,2.363562
755,0.150160,10.453492,1.569694
756,0.363958,12.944569,4.711274
757,0.687943,19.776960,13.605426
758,0.461187,17.235775,7.948918
759,0.503401,27.400265,13.793330
760,0.890710,33.166214,29.541491
761,0.299611,12.135908,3.636050
762,0.169533,12.798780,2.169818
763,0.596491,9.413625,5.615144
764,0.565217,29.032724,16.409798
765,0.426160,27.463032,11.703654
766,0.257143,11.190863,2.877650
767,0.532847,12.810805,6.826195
768,0.818898,20.019697,16.394083
769,0.560440,17.748444,9.946929
770,0.818181,12.864877,10.525799
771,0.250000,11.013288,2.753322
772,0.503759,26.655178,13.427796
773,0.751479,17.472475,13.130202
774,0.676923,17.925821,12.134401
775,0.351111,21.713800,7.623956
776,0.363636,16.366693,5.951525
777,0.575000,16.277964,9.359829
778,0.426160,22.420454,9.554708
779,0.377289,17.164974,6.476162
780,0.591549,19.618315,11.605200
781,0.643153,16.409252,10.553668
782,0.385246,22.747419,8.763350
783,0.861314,56.093185,48.313835
784,0.264368,9.300631,2.458787
785,0.658730,23.931587,15.764458
786,0.701492,30.471016,21.375189
787,0.135447,9.230757,1.250275
788,0.196262,12.510908,2.455412
789,0.391304,18.977522,7.425987
790,0.913043,16.776205,15.317404
791,0.915385,57.100723,52.269123
792,0.427632,18.332094,7.839382
793,0.384615,21.179832,8.146089
794,0.707763,24.522266,17.355942
795,0.644444,14.763058,9.513968
796,0.415663,22.019859,9.152833
797,0.573770,34.399029,19.737146
798,0.942857,19.075876,17.985821
799,0.358289,12.666103,4.538123
800,0.206997,15.025653,3.110266
801,0.379310,12.873594,4.883088
802,0.544715,20.026129,10.908541
803,0.293151,19.297382,5.657041
804,0.296970,17.671513,5.247903
805,0.355191,13.347241,4.740823
806,0.755725,12.367059,9.346097
807,0.345133,16.762667,5.785345
808,0.411765,15.100657,6.217917
809,0.476190,19.167768,9.127508
810,0.800000,26.719704,21.375759
811,0.325967,14.829469,4.833915
812,0.306306,14.935474,4.574830
813,0.284457,12.467629,3.546510
814,0.460317,19.084599,8.784973
815,0.296512,20.343712,6.032147
816,0.444444,19.965347,8.873483
817,0.588477,21.980379,12.934955
818,0.690037,31.206171,21.533409
819,0.351351,19.519089,6.858057
